Country,Type,City,State,URL,Link,Google,ir link 1,Name,Twitter,Facebook,Youtube,Instagram,Tiktok,Telegram,VK,Website
China,Embassy,Baghdad,Iraq,https://www.embassypages.com/china-embassy-baghdad-iraq,https://www.embassypages.com/china-embassy-baghdad-iraq,https://www.google.com/search?q=China+Embassy+to+Iraq+in+Baghdad%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://iraq.mid.ru/,China Embassy to Iraq in Baghdad,ChinaIraq,,,,,,,
China,Embassy,Baku,Azerbaijan,https://www.embassypages.com/china-embassy-baku-azerbaijan,https://www.embassypages.com/china-embassy-baku-azerbaijan,https://www.google.com/search?q=China+Embassy+to+Azerbaijan+in+Baku%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://azerbaijan.mid.ru/,China Embassy to Azerbaijan in Baku,,,,,,,,
China,Embassy,Bamako,Mali,https://www.embassypages.com/china-embassy-bamako-mali,https://www.embassypages.com/china-embassy-bamako-mali,https://www.google.com/search?q=China+Embassy+to+Mali+in+Bamako%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://mali.mid.ru/,China Embassy to Mali in Bamako,Chine_au_Mali,,,,,,,http://ml.china-embassy.gov.cn/
China,Embassy,Bandarseribegawan,Brunei,https://www.embassypages.com/china-embassy-bandarseribegawan-brunei,https://www.embassypages.com/china-embassy-bandarseribegawan-brunei,https://www.google.com/search?q=China+Embassy+to+Brunei+in+Bandarseribegawan%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://brunei.mid.ru/,China Embassy to Brunei in Bandarseribegawan,Chinaembbn,,,,,,,
China,Embassy,Bangkok,Thailand,https://www.embassypages.com/china-embassy-bangkok-thailand,https://www.embassypages.com/china-embassy-bangkok-thailand,https://www.google.com/search?q=China+Embassy+to+Thailand+in+Bangkok%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://thailand.mid.ru/,China Embassy to Thailand in Bangkok,,ChineseEmbassyinBangkok,,,,,,http://th.china-embassy.gov.cn/
China,Embassy,Bangui,Centralafricanrepublic,https://www.embassypages.com/china-embassy-bangui-centralafricanrepublic,https://www.embassypages.com/china-embassy-bangui-centralafricanrepublic,https://www.google.com/search?q=China+Embassy+to+Centralafricanrepublic+in+Bangui%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://centralafricanrepublic.mid.ru/,China Embassy to Centralafricanrepublic in Bangui,,,,,,,,
China,Embassy,Banjul,Gambia,https://www.embassypages.com/china-embassy-banjul-gambia,https://www.embassypages.com/china-embassy-banjul-gambia,https://www.google.com/search?q=China+Embassy+to+Gambia+in+Banjul%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://gambia.mid.ru/,China Embassy to Gambia in Banjul,ChineseAmb_GM,chinaembgm,,,,,,
China,Embassy,Beirut,Lebanon,https://www.embassypages.com/china-embassy-beirut-lebanon,https://www.embassypages.com/china-embassy-beirut-lebanon,https://www.google.com/search?q=China+Embassy+to+Lebanon+in+Beirut%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://lebanon.mid.ru/,China Embassy to Lebanon in Beirut,ChinainLebanon,ChinainLebanon,,,,,,
China,Embassy,Belgrade,Serbia,https://www.embassypages.com/china-embassy-belgrade-serbia,https://www.embassypages.com/china-embassy-belgrade-serbia,https://www.google.com/search?q=China+Embassy+to+Serbia+in+Belgrade%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://serbia.mid.ru/,China Embassy to Serbia in Belgrade,,,,,,,,
China,Embassy,Berlin,Germany,https://www.embassypages.com/china-embassy-berlin-germany,https://www.embassypages.com/china-embassy-berlin-germany,https://www.google.com/search?q=China+Embassy+to+Germany+in+Berlin%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://germany.mid.ru/,China Embassy to Germany in Berlin,ChinaEmbGermany,,,,,,,http://de.china-embassy.gov.cn/
China,Embassy,Bern,Switzerland,https://www.embassypages.com/china-embassy-bern-switzerland,https://www.embassypages.com/china-embassy-bern-switzerland,https://www.google.com/search?q=China+Embassy+to+Switzerland+in+Bern%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://switzerland.mid.ru/,China Embassy to Switzerland in Bern,ChinaEmbinCH,,,,,,,http://ch.china-embassy.gov.cn/
China,Embassy,Bishkek,Kyrgyzstan,https://www.embassypages.com/china-embassy-bishkek-kyrgyzstan,https://www.embassypages.com/china-embassy-bishkek-kyrgyzstan,https://www.google.com/search?q=China+Embassy+to+Kyrgyzstan+in+Bishkek%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://kyrgyzstan.mid.ru/,China Embassy to Kyrgyzstan in Bishkek,,,,,,,,http://kg.china-embassy.gov.cn/
China,Embassy,Bissau,Guinea,https://www.embassypages.com/china-embassy-bissau-guinea-bissau,https://www.embassypages.com/china-embassy-bissau-guinea-bissau,https://www.google.com/search?q=China+Embassy+to+Guinea+in+Bissau%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://guinea.mid.ru/,China Embassy to Guinea in Bissau,,,,,,,,
China,Embassy,Bogota,Colombia,https://www.embassypages.com/china-embassy-bogota-colombia,https://www.embassypages.com/china-embassy-bogota-colombia,https://www.google.com/search?q=China+Embassy+to+Colombia+in+Bogota%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://colombia.mid.ru/,China Embassy to Colombia in Bogota,china_embajada,chinaembajada,,,,,,
China,Embassy,Brasilia,Brazil,https://www.embassypages.com/china-embassy-brasilia-brazil,https://www.embassypages.com/china-embassy-brasilia-brazil,https://www.google.com/search?q=China+Embassy+to+Brazil+in+Brasilia%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://brazil.mid.ru/,China Embassy to Brazil in Brasilia,EmbaixadaChina,,UCNU0bcWx6pq91sjrAR5vwEw,embaixadachina,,,,http://br.china-embassy.gov.cn/
China,Embassy,Bratislava,Slovakia,https://www.embassypages.com/china-embassy-bratislava-slovakia,https://www.embassypages.com/china-embassy-bratislava-slovakia,https://www.google.com/search?q=China+Embassy+to+Slovakia+in+Bratislava%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://slovakia.mid.ru/,China Embassy to Slovakia in Bratislava,ChinaEmbSVK,,,,,,,http://sk.china-embassy.gov.cn/
China,Embassy,Brazzaville,Congorepublic,https://www.embassypages.com/china-embassy-brazzaville-congorepublic,https://www.embassypages.com/china-embassy-brazzaville-congorepublic,https://www.google.com/search?q=China+Embassy+to+Congorepublic+in+Brazzaville%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://congorepublic.mid.ru/,China Embassy to Congorepublic in Brazzaville,,,,,,,,
China,Embassy,Bridgetown,Barbados,https://www.embassypages.com/china-embassy-bridgetown-barbados,https://www.embassypages.com/china-embassy-bridgetown-barbados,https://www.google.com/search?q=China+Embassy+to+Barbados+in+Bridgetown%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://barbados.mid.ru/,China Embassy to Barbados in Bridgetown,ChineseEmbassyinBB,,,,,,,http://bb.china-embassy.gov.cn/
China,Embassy,Brussels,Belgium,https://www.embassypages.com/china-embassy-brussels-belgium,https://www.embassypages.com/china-embassy-brussels-belgium,https://www.google.com/search?q=China+Embassy+to+Belgium+in+Brussels%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://belgium.mid.ru/,China Embassy to Belgium in Brussels,ChinaEmBE,,,,,,,
China,Embassy,Bucharest,Romania,https://www.embassypages.com/china-embassy-bucharest-romania,https://www.embassypages.com/china-embassy-bucharest-romania,https://www.google.com/search?q=China+Embassy+to+Romania+in+Bucharest%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://romania.mid.ru/,China Embassy to Romania in Bucharest,,AmbasadaChineiinRomania,,,,,,http://ro.china-embassy.gov.cn/rom/
China,Embassy,Budapest,Hungary,https://www.embassypages.com/china-embassy-budapest-hungary,https://www.embassypages.com/china-embassy-budapest-hungary,https://www.google.com/search?q=China+Embassy+to+Hungary+in+Budapest%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://hungary.mid.ru/,China Embassy to Hungary in Budapest,ChineseEmbinHU,ChinaEmbHungary,,,,,,http://hu.china-embassy.gov.cn/chn/
China,Embassy,Buenosaires,Argentina,https://www.embassypages.com/china-embassy-buenosaires-argentina,https://www.embassypages.com/china-embassy-buenosaires-argentina,https://www.google.com/search?q=China+Embassy+to+Argentina+in+Buenosaires%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://argentina.mid.ru/,China Embassy to Argentina in Buenosaires,ChinaEmbArg,,,,,,,http://ar.china-embassy.gov.cn/
China,Embassy,Bujumbura,Burundi,https://www.embassypages.com/china-embassy-bujumbura-burundi,https://www.embassypages.com/china-embassy-bujumbura-burundi,https://www.google.com/search?q=China+Embassy+to+Burundi+in+Bujumbura%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://burundi.mid.ru/,China Embassy to Burundi in Bujumbura,,,,,,,,
China,Embassy,Cairo,Egypt,https://www.embassypages.com/china-embassy-cairo-egypt,https://www.embassypages.com/china-embassy-cairo-egypt,https://www.google.com/search?q=China+Embassy+to+Egypt+in+Cairo%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://egypt.mid.ru/,China Embassy to Egypt in Cairo,,ChineseEmbinEgypt,,,,,,http://eg.china-embassy.gov.cn/
China,Embassy,Canberra,Australia,https://www.embassypages.com/china-embassy-canberra-australia,https://www.embassypages.com/china-embassy-canberra-australia,https://www.google.com/search?q=China+Embassy+to+Australia+in+Canberra%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://australia.mid.ru/,China Embassy to Australia in Canberra,,ChinainAus,,,,,,
China,Embassy,Caracas,Venezuela,https://www.embassypages.com/china-embassy-caracas-venezuela,https://www.embassypages.com/china-embassy-caracas-venezuela,https://www.google.com/search?q=China+Embassy+to+Venezuela+in+Caracas%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://venezuela.mid.ru/,China Embassy to Venezuela in Caracas,,,,,,,,
China,Embassy,Chisinau,Moldova,https://www.embassypages.com/china-embassy-chisinau-moldova,https://www.embassypages.com/china-embassy-chisinau-moldova,https://www.google.com/search?q=China+Embassy+to+Moldova+in+Chisinau%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://moldova.mid.ru/,China Embassy to Moldova in Chisinau,,,,,,,,
China,Embassy,Colombo,Srilanka,https://www.embassypages.com/china-embassy-colombo-srilanka,https://www.embassypages.com/china-embassy-colombo-srilanka,https://www.google.com/search?q=China+Embassy+to+Srilanka+in+Colombo%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://srilanka.mid.ru/,China Embassy to Srilanka in Colombo,ChinaEmbSL,ChinaEmbSL,,,,,,http://lk.china-embassy.gov.cn/
China,Embassy,Conakry,Guinea,https://www.embassypages.com/china-embassy-conakry-guinea,https://www.embassypages.com/china-embassy-conakry-guinea,https://www.google.com/search?q=China+Embassy+to+Guinea+in+Conakry%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://guinea.mid.ru/,China Embassy to Guinea in Conakry,,,,,,,,
China,Embassy,Copenhagen,Denmark,https://www.embassypages.com/china-embassy-copenhagen-denmark,https://www.embassypages.com/china-embassy-copenhagen-denmark,https://www.google.com/search?q=China+Embassy+to+Denmark+in+Copenhagen%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://denmark.mid.ru/,China Embassy to Denmark in Copenhagen,,ChinaInDenmark,,,,,,http://dk.china-embassy.gov.cn/
China,Embassy,Cotonou,Benin,https://www.embassypages.com/china-embassy-cotonou-benin,https://www.embassypages.com/china-embassy-cotonou-benin,https://www.google.com/search?q=China+Embassy+to+Benin+in+Cotonou%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://benin.mid.ru/,China Embassy to Benin in Cotonou,,,,,,,,http://bj.china-embassy.gov.cn/
China,Embassy,Dakar,Senegal,https://www.embassypages.com/china-embassy-dakar-senegal,https://www.embassypages.com/china-embassy-dakar-senegal,https://www.google.com/search?q=China+Embassy+to+Senegal+in+Dakar%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://senegal.mid.ru/,China Embassy to Senegal in Dakar,,,,,,,,
China,Embassy,Damascus,Syria,https://www.embassypages.com/china-embassy-damascus-syria,https://www.embassypages.com/china-embassy-damascus-syria,https://www.google.com/search?q=China+Embassy+to+Syria+in+Damascus%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://syria.mid.ru/,China Embassy to Syria in Damascus,,,,,,,,
China,Embassy,Dar,Es,https://www.embassypages.com/china-embassy-dar-es-salaam-tanzania,https://www.embassypages.com/china-embassy-dar-es-salaam-tanzania,https://www.google.com/search?q=China+Embassy+to+Es+in+Dar%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://es.mid.ru/,China Embassy to Es in Dar,ChineseEmbTZ,,,,,,,http://tz.china-embassy.gov.cn/eng/
China,Embassy,Dhaka,Bangladesh,https://www.embassypages.com/china-embassy-dhaka-bangladesh,https://www.embassypages.com/china-embassy-dhaka-bangladesh,https://www.google.com/search?q=China+Embassy+to+Bangladesh+in+Dhaka%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://bangladesh.mid.ru/,China Embassy to Bangladesh in Dhaka,,chinaembd,,,,,,http://bd.china-embassy.gov.cn/
China,Embassy,Dili,Timor,https://www.embassypages.com/china-embassy-dili-timor-leste,https://www.embassypages.com/china-embassy-dili-timor-leste,https://www.google.com/search?q=China+Embassy+to+Timor+in+Dili%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://timor.mid.ru/,China Embassy to Timor in Dili,,EmbassyofChinainTimorLeste,,,,,,http://tl.china-embassy.gov.cn/eng/
China,Embassy,Djiboutiville,Djibouti,https://www.embassypages.com/china-embassy-djiboutiville-djibouti,https://www.embassypages.com/china-embassy-djiboutiville-djibouti,https://www.google.com/search?q=China+Embassy+to+Djibouti+in+Djiboutiville%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://djibouti.mid.ru/,China Embassy to Djibouti in Djiboutiville,,,,,,,,
China,Embassy,Doha,Qatar,https://www.embassypages.com/china-embassy-doha-qatar,https://www.embassypages.com/china-embassy-doha-qatar,https://www.google.com/search?q=China+Embassy+to+Qatar+in+Doha%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://qatar.mid.ru/,China Embassy to Qatar in Doha,,,,,,,,
China,Embassy,Dublin,Ireland,https://www.embassypages.com/china-embassy-dublin-ireland,https://www.embassypages.com/china-embassy-dublin-ireland,https://www.google.com/search?q=China+Embassy+to+Ireland+in+Dublin%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://ireland.mid.ru/,China Embassy to Ireland in Dublin,ChinaEmbIreland,,,,,,,
China,Embassy,Dushanbe,Tajikistan,https://www.embassypages.com/china-embassy-dushanbe-tajikistan,https://www.embassypages.com/china-embassy-dushanbe-tajikistan,https://www.google.com/search?q=China+Embassy+to+Tajikistan+in+Dushanbe%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://tajikistan.mid.ru/,China Embassy to Tajikistan in Dushanbe,,,,,,,,
China,Embassy,Freetown,Sierraleone,https://www.embassypages.com/china-embassy-freetown-sierraleone,https://www.embassypages.com/china-embassy-freetown-sierraleone,https://www.google.com/search?q=China+Embassy+to+Sierraleone+in+Freetown%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://sierraleone.mid.ru/,China Embassy to Sierraleone in Freetown,,1.00065E+14,,,,,,
China,Embassy,Gaborone,Botswana,https://www.embassypages.com/china-embassy-gaborone-botswana,https://www.embassypages.com/china-embassy-gaborone-botswana,https://www.google.com/search?q=China+Embassy+to+Botswana+in+Gaborone%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://botswana.mid.ru/,China Embassy to Botswana in Gaborone,,bw.chineseembassy,,,,,,
China,Embassy,Georgetown,Guyana,https://www.embassypages.com/china-embassy-georgetown-guyana,https://www.embassypages.com/china-embassy-georgetown-guyana,https://www.google.com/search?q=China+Embassy+to+Guyana+in+Georgetown%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://guyana.mid.ru/,China Embassy to Guyana in Georgetown,,ChineseEmbassyinGuyana,,,,,,http://gy.china-embassy.gov.cn/eng/
China,Embassy,Hanoi,Vietnam,https://www.embassypages.com/china-embassy-hanoi-vietnam,https://www.embassypages.com/china-embassy-hanoi-vietnam,https://www.google.com/search?q=China+Embassy+to+Vietnam+in+Hanoi%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://vietnam.mid.ru/,China Embassy to Vietnam in Hanoi,,,,,,,,
China,Embassy,Harare,Zimbabwe,https://www.embassypages.com/china-embassy-harare-zimbabwe,https://www.embassypages.com/china-embassy-harare-zimbabwe,https://www.google.com/search?q=China+Embassy+to+Zimbabwe+in+Harare%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://zimbabwe.mid.ru/,China Embassy to Zimbabwe in Harare,ChineseZimbabwe,,,,,,,http://www.chinaembassy.org.zw/
China,Embassy,Havana,Cuba,https://www.embassypages.com/china-embassy-havana-cuba,https://www.embassypages.com/china-embassy-havana-cuba,https://www.google.com/search?q=China+Embassy+to+Cuba+in+Havana%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://cuba.mid.ru/,China Embassy to Cuba in Havana,EmbChinaCuba,,,,,,,
China,Embassy,Helsinki,Finland,https://www.embassypages.com/china-embassy-helsinki-finland,https://www.embassypages.com/china-embassy-helsinki-finland,https://www.google.com/search?q=China+Embassy+to+Finland+in+Helsinki%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://finland.mid.ru/,China Embassy to Finland in Helsinki,ChinaEmbFinland,,,,,,,
China,Embassy,Honiara,Solomonislands,https://www.embassypages.com/china-embassy-honiara-solomonislands,https://www.embassypages.com/china-embassy-honiara-solomonislands,https://www.google.com/search?q=China+Embassy+to+Solomonislands+in+Honiara%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://solomonislands.mid.ru/,China Embassy to Solomonislands in Honiara,,ChineseEmbSI,,,,,,http://sb.china-embassy.gov.cn/eng/
China,Embassy,Islamabad,Pakistan,https://www.embassypages.com/china-embassy-islamabad-pakistan,https://www.embassypages.com/china-embassy-islamabad-pakistan,https://www.google.com/search?q=China+Embassy+to+Pakistan+in+Islamabad%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://pakistan.mid.ru/,China Embassy to Pakistan in Islamabad,cathaypak,1.00071E+14,UCXspnTZIOwWzPIkeucwQvgg,,,,,http://pk.china-embassy.gov.cn/
China,Embassy,Jakarta,Indonesia,https://www.embassypages.com/china-embassy-jakarta-indonesia,https://www.embassypages.com/china-embassy-jakarta-indonesia,https://www.google.com/search?q=China+Embassy+to+Indonesia+in+Jakarta%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://indonesia.mid.ru/,China Embassy to Indonesia in Jakarta,ChinaEmbinRI,ChineseEmbassyinIndonesia,,chinaembassy_indonesia,,,,http://id.china-embassy.gov.cn/indo/
China,Embassy,Juba,Southsudan,https://www.embassypages.com/china-embassy-juba-southsudan,https://www.embassypages.com/china-embassy-juba-southsudan,https://www.google.com/search?q=China+Embassy+to+Southsudan+in+Juba%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://southsudan.mid.ru/,China Embassy to Southsudan in Juba,chinaemb_juba,chinaemb.ss,,,,,,http://ss.china-embassy.gov.cn/eng/
China,Embassy,Kabul,Afghanistan,https://www.embassypages.com/china-embassy-kabul-afghanistan,https://www.embassypages.com/china-embassy-kabul-afghanistan,https://www.google.com/search?q=China+Embassy+to+Afghanistan+in+Kabul%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://afghanistan.mid.ru/,China Embassy to Afghanistan in Kabul,ChinaEmbKabul,,,,,,,http://af.china-embassy.gov.cn/
China,Embassy,Kampala,Uganda,https://www.embassypages.com/china-embassy-kampala-uganda,https://www.embassypages.com/china-embassy-kampala-uganda,https://www.google.com/search?q=China+Embassy+to+Uganda+in+Kampala%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://uganda.mid.ru/,China Embassy to Uganda in Kampala,ChineseEmb_Uga,,,,,,,
China,Embassy,Kathmandu,Nepal,https://www.embassypages.com/china-embassy-kathmandu-nepal,https://www.embassypages.com/china-embassy-kathmandu-nepal,https://www.google.com/search?q=China+Embassy+to+Nepal+in+Kathmandu%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://nepal.mid.ru/,China Embassy to Nepal in Kathmandu,PRCAmbNepal,ChinaEmbNepal,,,,,,http://np.china-embassy.gov.cn/
China,Embassy,Khartoum,Sudan,https://www.embassypages.com/china-embassy-khartoum-sudan,https://www.embassypages.com/china-embassy-khartoum-sudan,https://www.google.com/search?q=China+Embassy+to+Sudan+in+Khartoum%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://sudan.mid.ru/,China Embassy to Sudan in Khartoum,,,,,,,,
China,Embassy,Kigali,Rwanda,https://www.embassypages.com/china-embassy-kigali-rwanda,https://www.embassypages.com/china-embassy-kigali-rwanda,https://www.google.com/search?q=China+Embassy+to+Rwanda+in+Kigali%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://rwanda.mid.ru/,China Embassy to Rwanda in Kigali,ChinaEmbinRW,,,,,,,http://rw.china-embassy.gov.cn/
China,Embassy,Kingston,Jamaica,https://www.embassypages.com/china-embassy-kingston-jamaica,https://www.embassypages.com/china-embassy-kingston-jamaica,https://www.google.com/search?q=China+Embassy+to+Jamaica+in+Kingston%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://jamaica.mid.ru/,China Embassy to Jamaica in Kingston,ChinaEmbJA,,,,,,,http://jm.china-embassy.gov.cn/
China,Embassy,Kinshasa,Congodemocraticrepublic,https://www.embassypages.com/china-embassy-kinshasa-congodemocraticrepublic,https://www.embassypages.com/china-embassy-kinshasa-congodemocraticrepublic,https://www.google.com/search?q=China+Embassy+to+Congodemocraticrepublic+in+Kinshasa%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://congodemocraticrepublic.mid.ru/,China Embassy to Congodemocraticrepublic in Kinshasa,AmbCHINEenRDC,,,,,,,
China,Embassy,Kualalumpur,Malaysia,https://www.embassypages.com/china-embassy-kualalumpur-malaysia,https://www.embassypages.com/china-embassy-kualalumpur-malaysia,https://www.google.com/search?q=China+Embassy+to+Malaysia+in+Kualalumpur%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://malaysia.mid.ru/,China Embassy to Malaysia in Kualalumpur,,chinaembmy,,,,,,http://my.china-embassy.gov.cn/
China,Embassy,Kuwaitcity,Kuwait,https://www.embassypages.com/china-embassy-kuwaitcity-kuwait,https://www.embassypages.com/china-embassy-kuwaitcity-kuwait,https://www.google.com/search?q=China+Embassy+to+Kuwait+in+Kuwaitcity%0D%0A+site%3Afacebook.com+OR+site%3Ax.com+OR+site%3Ainstagram.com+OR+site%3Atiktok.com+OR+site%3At.me,https://kuwait.mid.ru/,China Embassy to Kuwait in Kuwaitcity,ChinaEmbKuwait,,,,,,,
